"surveyID","Biome1","Lat","Long"
"Wetzel_Site 2_Campanula_persicifolia_Survey 1","Forest",42.40458,-85.402169
"Wetzel_Site 2_Echinacea_purpurea_Survey 1","Forest",42.40732,-85.4003
"Wetzel_Site 2_Polygonatum_biflorum_Survey 1","Forest",42.4046,-85.4021
"Wetzel_Site 2_Solanum_ptychanthum_Survey 1","Forest",42.409654,-85.390266
"Wetzel_Site 2_Verbascum_thapsus_Survey 1","Forest",42.4099124,-85.3902745
"Wetzel_Site 3_Arctium_minus_Survey 1","Forest",42.399308,-85.38769
"Wetzel_Site 3_Asclepias_syriaca_Survey 1","Forest",42.3993499607843,-85.3879684705882
"Wetzel_Site 3_Cercis_canadensis_Survey 1","Forest",42.39492,-85.3862
"Wetzel_Site 3_Echinacea_purpurea_Survey 1","Forest",42.3957,-85.3819
"Wetzel_Site 3_Enemion_biternatum_Survey 1","Forest",42.39941,-85.38566
"Wetzel_Site 3_Phytolacca_americana_Survey 1","Forest",42.39483,-85.38605
"Wetzel_Site 3_Potentilla_simplex_Survey 1","Forest",42.39611,-85.38806
"Wetzel_Site 3_Quercus_alba_Survey 1","Forest",42.39932,-85.3858
"Wetzel_Site 3_Rumex_crispus_Survey 1","Forest",42.3966935,-85.3828471
"Wetzel_Site 3_Sassafras_albidum_Survey 1","Forest",42.39809,-85.38996
"Wetzel_Site 3_Tradescantia_ohiensis_Survey 1","Forest",42.3919,-85.3844
"Wetzel_Site 4_Asarum_canadense_Survey 1","Forest",42.695668,-84.39129
"Wetzel_Site 4_Smilax_hispida_Survey 1","Forest",42.69628,-84.39143
"Wetzel_Site 5_Glycine_max_Survey 1","Forest",42.405639,-85.376473
"Wetzel_Site 5_Zea_mays_Survey 1","Forest",42.40205,-85.3715
"Wetzel_Site 7_Brasenia_schreberi_Survey 1","Forest",42.468009,-85.466954
"Wetzel_Site 7_Monarda_fistulosa_Survey 1","Forest",42.489056,-85.451124
"Wetzel_Site 7_Podophyllum_peltatum_Survey 1","Forest",42.49302,-85.45244
"Wetzel_Site 7_Solidago_canadensis.altissima_Survey 1","Forest",42.488927,-85.451424
"Wetzel_Site 9_Castilleja_sulphurea_Survey 1","Forest",43.493611,-110.955
"Wetzel_Site 9_Plantago_lanceolata_Survey 1","Forest",42.40952,-85.39425
"Whiteh_Site 1_Asclepias_syriaca_Survey 1","Forest",37.240268,-80.460932
"Whiteh_Site 1_Solanum_carolinense_Survey 1","Forest",37.239803,-80.460627
"Whiteh_Site 2_Physalis_longifolia_Survey 1","Forest",37.21426,-80.410183
"Whiteh_Site 2_Taraxacum_officinale_Survey 1","Forest",37.221061,-80.448021
"Whiteh_Site 3_Plantago_lanceolata_Survey 1","Forest",37.20033,-80.593701
"Whiteh_Site 3_Plantago_major_Survey 1","Forest",37.200325,-80.593849
"Whiteh_Site 5_Rudbeckia_triloba_Survey 1","Forest",37.193126,-80.321477
"Yamawo_Site 1_Rumex_japonicus_Survey 1","Forest",34.724441,134.996869
"Yamawo_Site 2_Rumex_japonicus_Survey 1","Forest",35.871455,140.088985
"Yamawo_Site 3_Rumex_japonicus_Survey 1","Forest",35.870297,140.101655
"Yamawo_Site 4_Rumex_japonicus_Survey 1","Forest",36.005315,140.110471
"Yim_Site 1_Plantago_lanceolata_Survey 1","Forest",40.81,-73.36861
"Yim_Site 1_Taraxacum_officinale_Survey 1","Forest",40.81,-73.36861
"Yim_Site 2_Plantago_major_Survey 1","Forest",40.79417,-73.96222
"Zarnet_Site 1_Centaurea_stoebe_Survey 1","Forest",42.400168,-85.380446
"Zarnet_Site 1_Solidago_canadensis_Survey 1","Forest",42.400168,-85.380446
"Zehr_Site 10_Maianthemum_canadense_Survey 1","Forest",42.3998,-85.3857
"Zehr_Site 10_Maianthemum_canadense_Survey 2","Forest",42.3998,-85.3857
"Zehr_Site 10_Maianthemum_canadense_Survey 3","Forest",42.3998,-85.3857
"Zehr_Site 10_Tradescantia_ohiensis_Survey 1","Forest",42.3919,-85.3844
"Zehr_Site 12_Cephalanthus_occidentalis_Survey 1","Forest",42.468005,-85.466606
"Zehr_Site 12_Plantago_major_Survey 1","Forest",8.81532,-82.47765
"Zehr_Site 13_Chamaedorea_woodsoniana_Survey 1","Forest",8.81256,-82.5097
"Zehr_Site 13_Goodyera_ovatilabia_Survey 1","Forest",8.81326,-82.50932
"Zehr_Site 13_Maianthemum_paniculatum_Survey 1","Forest",8.81285,-82.5097
"Zehr_Site 13_Pilea_vulcanica_Survey 1","Forest",8.81336,-82.50513
"Zehr_Site 14_Chimaphila_umbellata_Survey 1","Forest",42.614167,-85.457222
"Zehr_Site 14_Ptelea_trifoliata_Survey 1","Forest",42.6226,-85.4731
"Zehr_Site 14_Rhus_copallinum_Survey 1","Forest",42.614379,-85.456685
"Zehr_Site 15_Claytonia_virginica_Survey 1","Forest",42.5292,-85.2965
"Zehr_Site 15_Elymus_hystrix_Survey 1","Forest",42.5291,-85.2969
"Zehr_Site 15_Fagus_grandifolia_Survey 1","Forest",42.5288,-85.2973
"Zehr_Site 15_Fagus_grandifolia_Survey 2","Forest",42.5288,-85.2973
"Zehr_Site 15_Fagus_grandifolia_Survey 3","Forest",42.5288,-85.2973
"Zehr_Site 15_Galium_circaezans_Survey 1","Forest",42.5292,-85.2968
"Zehr_Site 15_Helianthus_occidentalis_Survey 1","Forest",42.5434,-85.2758
"Zehr_Site 15_Lupinus_perennis_Survey 1","Forest",42.53551,-85.30556
"Zehr_Site 15_Lupinus_perennis_Survey 2","Forest",42.53551,-85.30556
"Zehr_Site 15_Lupinus_perennis_Survey 3","Forest",42.53551,-85.30556
"Zehr_Site 15_Lupinus_perennis_Survey 4","Forest",42.53551,-85.30556
"Zehr_Site 15_Monarda_fistulosa_Survey 1","Forest",42.5433,-85.27532
"Zehr_Site 15_Monarda_fistulosa_Survey 2","Forest",42.5433,-85.27532
"Zehr_Site 15_Monarda_fistulosa_Survey 3","Forest",42.5433,-85.27532
"Zehr_Site 15_Monarda_fistulosa_Survey 4","Forest",42.5433,-85.27532
"Zehr_Site 15_Nabalus_altissimus_Survey 1","Forest",42.5297,-85.2985
"Zehr_Site 15_Panax_trifolius_Survey 1","Forest",42.5333,-85.297
"Zehr_Site 15_Panax_trifolius_Survey 2","Forest",42.5333,-85.297
"Zehr_Site 15_Rudbeckia_hirta_Survey 1","Forest",42.5436,-85.2753
"Zehr_Site 15_Rudbeckia_hirta_Survey 2","Forest",42.5436,-85.2753
"Zehr_Site 15_Rudbeckia_hirta_Survey 3","Forest",42.5436,-85.2753
"Zehr_Site 15_Viola_pubescens_Survey 1","Forest",42.529,-85.2966
"Zehr_Site 15_Viola_pubescens_Survey 2","Forest",42.529,-85.2966
"Zehr_Site 15_Viola_pubescens_Survey 3","Forest",42.529,-85.2966
"Zehr_Site 15_Vitis_aestivalis_Survey 1","Forest",42.491,-85.4544
"Zehr_Site 15_Vitis_aestivalis_Survey 2","Forest",42.491,-85.4544
"Zehr_Site 15_Vitis_aestivalis_Survey 3","Forest",42.491,-85.4544
"Zehr_Site 15_Zizia_aurea_Survey 1","Forest",42.5385,-85.303
"Zehr_Site 15_Zizia_aurea_Survey 2","Forest",42.5385,-85.303
"Zehr_Site 15_Zizia_aurea_Survey 3","Forest",42.5385,-85.303
"Zehr_Site 15_Zizia_aurea_Survey 4","Forest",42.5385,-85.303
"Zehr_Site 18_Cornus_disciflora_Survey 1","Forest",8.81012,-82.51593
"Zehr_Site 18_Jungia_ferruginea_Survey 1","Forest",8.81597,-82.49741
"Zehr_Site 18_Myrrhidendron_donnell-smithii_Survey 1","Forest",8.8103,-82.5163
"Zehr_Site 18_Zanthoxylum_melanostictum_Survey 1","Forest",8.80788,-82.51875
"Zehr_Site 1_Ailanthus_altissima_Survey 1","Forest",42.4014,-85.3905
"Zehr_Site 1_Catalpa_speciosa_Survey 1","Forest",42.4075,-85.398
"Zehr_Site 1_Catalpa_speciosa_Survey 2","Forest",42.4075,-85.398
"Zehr_Site 1_Catalpa_speciosa_Survey 3","Forest",42.4075,-85.398
"Zehr_Site 1_Echinacea_purpurea_Survey 1","Forest",42.40732,-85.4003
"Zehr_Site 1_Echinacea_purpurea_Survey 2","Forest",42.40732,-85.4003
"Zehr_Site 1_Echinacea_purpurea_Survey 3","Forest",42.40732,-85.4003
"Zehr_Site 1_Echinacea_purpurea_Survey 4","Forest",42.40732,-85.4003
"Zehr_Site 1_Impatiens_capensis_Survey 1","Forest",42.40833,-85.39694
"Zehr_Site 1_Impatiens_capensis_Survey 2","Forest",42.40833,-85.39694
"Zehr_Site 1_Impatiens_capensis_Survey 3","Forest",42.40833,-85.39694
"Zehr_Site 1_Juglans_nigra_Survey 1","Forest",42.4065,-85.3999
"Zehr_Site 1_Juglans_nigra_Survey 2","Forest",42.4065,-85.3999
"Zehr_Site 1_Morus_alba_Survey 1","Forest",42.4048,-85.4016
"Zehr_Site 1_Solidago_caesia_Survey 1","Forest",42.4045,-85.4022
"Zehr_Site 1_Symphyotrichum_cordifolium_Survey 1","Forest",42.4051,-85.4025
"Zehr_Site 2_Alnus_acuminata_Survey 1","Forest",8.82254,-82.49477
"Zehr_Site 2_Bidens_reptans_Survey 1","Forest",8.82074,-82.48211
"Zehr_Site 2_Bocconia_frutescens_Survey 1","Forest",8.82264,-82.49474
"Zehr_Site 2_Bomarea_chiriquina_Survey 1","Forest",8.81295,-82.50548
"Zehr_Site 2_Coffea_arabica_Survey 1","Forest",8.82266,-82.4948
"Zehr_Site 2_Desmodium_procumbens_Survey 1","Forest",8.81313,-82.49799
"Zehr_Site 2_Dioscorea_racemosa_Survey 1","Forest",8.82379,-82.49127
"Zehr_Site 2_Ipomoea_batatas_Survey 1","Forest",8.82242,-82.49503
"Zehr_Site 2_Jessea_multivenia_Survey 1","Forest",8.82403,-82.49039
"Zehr_Site 2_Passiflora_apetala_Survey 1","Forest",8.82409,-82.49437
"Zehr_Site 2_Phytolacca_rivinoides_Survey 1","Forest",8.82263,-82.49435
"Zehr_Site 2_Piper_umbellatum_Survey 1","Forest",8.82262,-82.49523
"Zehr_Site 2_Psychotria_aubletiana_Survey 1","Forest",8.82379,-82.49127
"Zehr_Site 2_Ricinus_communis_Survey 1","Forest",8.82308,-82.48518
"Zehr_Site 2_Rumex_obtusifolius_Survey 1","Forest",8.82398,-82.48811
"Zehr_Site 2_Sisyrinchium_tinctorium_Survey 1","Forest",8.82076,-82.48255
"Zehr_Site 2_Smilax_febrifuga_Survey 1","Forest",8.82363,-82.49073
"Zehr_Site 3_Ammophila_breviligulata_Survey 1","Forest",42.723,-86.192
"Zehr_Site 4_Arisaema_triphyllum_Survey 1","Forest",42.3661,-85.3522
"Zehr_Site 4_Liriodendron_tulipifera_Survey 1","Forest",42.359037,-85.352393
"Zehr_Site 4_Nectandra_lineata_Survey 1","Forest",8.8259,-82.49477
"Zehr_Site 4_Quercus_insignis_Survey 1","Forest",8.82542,-82.49593
"Zehr_Site 4_Sanicula_liberta_Survey 1","Forest",8.8258,-82.4954
"Zehr_Site 4_Tradescantia_zanonia_Survey 1","Forest",8.8256,-82.49554
"Zehr_Site 5_Lupinus_perennis_Survey 1","Forest",42.53551,-85.30556
"Zehr_Site 5_Monarda_fistulosa_Survey 1","Forest",42.5433,-85.27532
"Zehr_Site 5_Sarracenia_purpurea_Survey 1","Forest",42.176,-85.6005
"Zehr_Site 5_Zizia_aurea_Survey 1","Forest",42.5385,-85.303
"Zehr_Site 8_Catalpa_speciosa_Survey 1","Forest",42.406942,-85.399313
"Zehr_Site 8_Pastinaca_sativa_Survey 1","Grassland",41.32372,-89.50512
"Zhong_Site 1_Artemisia_mongolica_Survey 1","Grassland",44.57194,123.50222
"Zhong_Site 1_Kalimeris_integrifolia_Survey 1","Grassland",44.58778,123.50944
"Zhong_Site 1_Lathyrus_quinquenervius_Survey 1","Grassland",44.59222,123.50861
"Zhong_Site 1_Plantago_asiatica_Survey 1","Grassland",44.57694,123.51556
"Zhong_Site 1_Plantago_depressa_Survey 1","Grassland",44.57944,123.50861
"Zhong_Site 1_Plantago_lanceolata_Survey 1","Grassland",44.75472,123.57417
"Zhong_Site 1_Plantago_major_Survey 1","Grassland",44.57083,123.50611
"Zhong_Site 1_Solanum_nigrum_Survey 1","Grassland",44.57778,123.51389
"Zhong_Site 1_Taraxacum_mongolicum_Survey 1","Grassland",44.57278,123.50667
